確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,20-24,375
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,20-24,12
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,20-24,11
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,20-24,45
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,20-24,4
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,20-24,4
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,20-24,5
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,20-24,6
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,20-24,12
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,20-24,16
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,20-24,7
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,20-24,11
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,20-24,18
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,20-24,8
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,25-29,9
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,25-29,27
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,25-29,429
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,25-29,13
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,25-29,24
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,25-29,58
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,25-29,16
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,25-29,9
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,25-29,4
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,25-29,8
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,25-29,19
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,25-29,19
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,25-29,10
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,25-29,21
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,25-29,14
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,25-29,21
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,3,1
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,3,6
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,3,65
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,3,3
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,3,7
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,3,3
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,3,1
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,3,3
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,3,1
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,3,5
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,3,4
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,3,2
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,3,2
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,3,1
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,30-34,15
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,30-34,24
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,30-34,369
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,30-34,14
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,30-34,17
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,30-34,53
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,30-34,13
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,30-34,17
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,30-34,8
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,30-34,5
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,30-34,20
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,30-34,14
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,30-34,8
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,30-34,10
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,30-34,10
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,30-34,8
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,35-39,11
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,35-39,23
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,35-39,466
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,35-39,24
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,35-39,13
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,35-39,46
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,35-39,16
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,35-39,10
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,35-39,7
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,35-39,9
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,35-39,25
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,35-39,14
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,35-39,10
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,35-39,5
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,35-39,11
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,35-39,12
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,4,3
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,4,5
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,4,57
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,4,5
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,4,2
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,4,6
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,4,7
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,4,3
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,4,5
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,4,5
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,4,3
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,4,3
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,4,1
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,4,1
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,40-44,11
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,40-44,30
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,40-44,434
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,40-44,32
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,40-44,11
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,40-44,51
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,40-44,14
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,40-44,12
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,40-44,12
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,40-44,10
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,40-44,21
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,40-44,19
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,40-44,6
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,40-44,6
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,40-44,14
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,40-44,11
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,45-49,10
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,45-49,25
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,45-49,417
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,45-49,17
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,45-49,16
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,45-49,46
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,45-49,19
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,45-49,17
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,45-49,6
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,45-49,6
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,45-49,13
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,45-49,19
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,45-49,6
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,45-49,4
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,45-49,11
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,45-49,8
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,50-54,3
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,50-54,18
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,50-54,369
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,50-54,23
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,50-54,18
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,50-54,58
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,50-54,15
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,50-54,13
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,50-54,8
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,50-54,13
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,50-54,21
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,50-54,18
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,50-54,6
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,50-54,3
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,50-54,12
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,50-54,4
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,55-59,7
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,55-59,29
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,55-59,347
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,55-59,32
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,55-59,19
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,55-59,54
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,55-59,16
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,55-59,10
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,55-59,5
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,55-59,12
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,55-59,9
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,55-59,18
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,55-59,7
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,55-59,2
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,55-59,22
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,55-59,9
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,5-9,12
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,5-9,21
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,5-9,340
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,5-9,22
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,5-9,12
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,5-9,44
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,5-9,19
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,5-9,9
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,5-9,13
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,5-9,4
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,5-9,17
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,5-9,10
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,5-9,9
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,5-9,5
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,5-9,13
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,5-9,5
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,60-64,6
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,60-64,19
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,60-64,319
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,60-64,25
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,60-64,8
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,60-64,42
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,60-64,16
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,60-64,14
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,60-64,6
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,60-64,11
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,60-64,20
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,60-64,16
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,60-64,7
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,60-64,4
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,60-64,12
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,60-64,6
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,65-69,12
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,65-69,26
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,65-69,232
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,65-69,31
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,65-69,17
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,65-69,31
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,65-69,12
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,65-69,24
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,65-69,5
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,65-69,14
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,65-69,5
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,65-69,15
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,65-69,11
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,65-69,3
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,65-69,9
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,65-69,10
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,F,否,70+,11
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,F,否,70+,45
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,F,否,70+,457
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,F,否,70+,66
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,F,否,70+,31
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,F,否,70+,64
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,F,否,70+,13
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,F,否,70+,56
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,F,否,70+,8
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,F,否,70+,44
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,F,否,70+,18
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,F,否,70+,40
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,F,否,70+,12
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,F,否,70+,9
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,F,否,70+,26
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,F,否,70+,15
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,0,4
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,0,3
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,0,61
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,0,1
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,0,3
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,0,8
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,M,否,0,5
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,M,否,0,1
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,M,否,0,2
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,M,否,0,1
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,M,否,0,6
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,M,否,0,1
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,M,否,0,2
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,1,1
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,1,4
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,1,52
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,1,2
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,1,2
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,1,7
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,M,否,1,6
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,M,否,1,1
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,M,否,1,2
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,M,否,1,1
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,M,否,1,7
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,M,否,1,2
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,M,否,1,3
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,M,否,1,1
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,M,否,1,1
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,10-14,22
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,10-14,30
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,10-14,326
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,10-14,19
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,10-14,7
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,10-14,35
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,M,否,10-14,17
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,M,否,10-14,15
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,M,否,10-14,6
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,M,否,10-14,13
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,M,否,10-14,15
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,M,否,10-14,21
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,M,否,10-14,13
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,M,否,10-14,5
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,M,否,10-14,9
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,M,否,10-14,14
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,15-19,12
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,15-19,38
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,15-19,318
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,15-19,13
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,15-19,19
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,15-19,52
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,M,否,15-19,12
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,M,否,15-19,8
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,M,否,15-19,18
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,M,否,15-19,19
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,M,否,15-19,17
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,M,否,15-19,16
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,M,否,15-19,5
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,M,否,15-19,4
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,M,否,15-19,15
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,M,否,15-19,7
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,2,3
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,2,7
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,2,68
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,2,6
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,2,6
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,2,10
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,M,否,2,6
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,M,否,2,3
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,M,否,2,3
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,M,否,2,3
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,M,否,2,1
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,M,否,2,2
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,M,否,2,1
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,M,否,2,4
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,M,否,2,2
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,20-24,10
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,20-24,36
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,20-24,439
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,20-24,32
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,20-24,12
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,20-24,62
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,M,否,20-24,12
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,M,否,20-24,15
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,M,否,20-24,9
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,M,否,20-24,8
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,M,否,20-24,14
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,M,否,20-24,20
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,M,否,20-24,10
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,M,否,20-24,6
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,M,否,20-24,16
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,M,否,20-24,13
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,25-29,10
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,25-29,21
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,25-29,434
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,25-29,20
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,25-29,12
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,25-29,47
嚴重特殊傳染性肺炎,2022,6,台東縣,延平鄉,M,否,25-29,11
嚴重特殊傳染性肺炎,2022,6,台東縣,東河鄉,M,否,25-29,11
嚴重特殊傳染性肺炎,2022,6,台東縣,金峰鄉,M,否,25-29,11
嚴重特殊傳染性肺炎,2022,6,台東縣,長濱鄉,M,否,25-29,3
嚴重特殊傳染性肺炎,2022,6,台東縣,海端鄉,M,否,25-29,17
嚴重特殊傳染性肺炎,2022,6,台東縣,鹿野鄉,M,否,25-29,15
嚴重特殊傳染性肺炎,2022,6,台東縣,達仁鄉,M,否,25-29,8
嚴重特殊傳染性肺炎,2022,6,台東縣,綠島鄉,M,否,25-29,17
嚴重特殊傳染性肺炎,2022,6,台東縣,關山鎮,M,否,25-29,14
嚴重特殊傳染性肺炎,2022,6,台東縣,蘭嶼鄉,M,否,25-29,12
嚴重特殊傳染性肺炎,2022,6,台東縣,大武鄉,M,否,3,4
嚴重特殊傳染性肺炎,2022,6,台東縣,太麻里鄉,M,否,3,4
嚴重特殊傳染性肺炎,2022,6,台東縣,台東市,M,否,3,75
嚴重特殊傳染性肺炎,2022,6,台東縣,成功鎮,M,否,3,6
嚴重特殊傳染性肺炎,2022,6,台東縣,池上鄉,M,否,3,4
嚴重特殊傳染性肺炎,2022,6,台東縣,卑南鄉,M,否,3,4
